mbd_nearest_1,mbd_nearest_2,mbd_nearest_3,mbd_nearest_4,mbd_nearest_5,cfips
18119,18027,17101,18083,18021,18153
21187,18137,18029,21223,18077,18155
18017,18011,18007,18045,18171,18157
18017,18015,18103,18011,18053,18159
39113,18029,18065,18139,39017,18161
17193,17185,18125,21225,18147,18163
18021,18133,18171,18107,18167,18165
18055,18133,18119,18165,18121,18167
18179,18067,18017,18049,18085,18169
18121,18181,17075,18165,18107,18171
18129,21091,18037,21059,21101,18173
21111,18061,18025,18093,18019,18175
18035,18047,18139,39037,18065,18177
39107,18183,18169,18053,18003,18179
18049,18023,18111,18017,18007,18181
18039,18087,18033,18179,18169,18183
19039,19137,19049,19009,19077,19001
19121,29227,19159,19145,19029,19003
55063,27045,55043,19065,55123,19005
29001,29211,19179,19117,29197,19007
19049,19155,19073,19047,19001,19009
19055,19075,19103,19157,19013,19011
19113,19037,19065,19023,19171,19013
19025,19083,19077,19153,19187,19015
19191,19089,19075,19019,19067,19017
19171,19105,19043,19017,19113,19019
19059,19025,19141,19147,19093,19021
19131,19033,19083,19037,19013,19023
19093,19015,19091,19021,19073,19025
19187,19093,19165,19077,19161,19027
19175,19129,19077,19155,19165,19029
19097,19115,17161,19045,19113,19031
27047,19197,19023,19189,19131,19033
19143,19161,19167,19041,19193,19035
27045,19013,19023,19131,19191,19037
19001,19125,19159,19185,19121,19039
27063,19035,19151,19143,19063,19041
19105,19191,19019,19061,55023,19043
19139,17085,19105,17195,17015,19045
19025,19193,19009,19085,19133,19047
19009,19169,19181,19001,19073,19049
29001,29171,19135,19101,29199,19051
19181,29227,19175,19117,29081,19053
19097,19011,55043,19065,19113,19055
19183,19139,17067,17131,17187,19057
27033,27091,27105,19147,19141,19059
19113,19045,55065,17085,19043,19061
19151,27043,27165,19041,27063,19063
19089,19005,19055,19013,19191,19065
27099,19069,19195,19089,19017,19067
19195,19075,19081,19067,19079,19069
19155,31153,31025,19137,31131,19071
19161,19079,19009,19049,19187,19073
19011,19169,19017,19069,19127,19075
19165,19015,19121,19029,19027,19077
19127,19073,19091,19069,19169,19079
27047,27043,19069,19195,19091,19081
19015,19171,19197,19023,19127,19083
31053,31153,19047,31055,31021,19085
29045,19107,17071,19177,19183,19087
27109,19065,19017,19067,27099,19089
19189,19079,19025,19147,19081,19091
19025,19149,19027,19133,19021,19093
19101,19123,19171,19113,19183,19095
17195,55065,19031,19163,17015,19097
19135,19171,19181,19123,19169,19099
19115,29199,19111,19051,19183,19101
19105,19107,19011,19115,19113,19103
19019,19163,19103,19045,19097,19105
19177,19087,19103,19157,19095,19107
19197,19151,27091,27043,19091,19109
19115,29199,19101,17071,19177,19111
19061,19013,19095,19031,19019,19113
17161,19031,19103,17071,17131,19115
19123,19121,19053,19007,19135,19117
46127,27117,19141,46099,27105,19119
19003,19117,19077,19153,19049,19121
19117,19101,19095,19099,19157,19123
19039,19179,19157,19153,19181,19125
19013,19079,19153,19157,19083,19127
19029,31131,31055,19145,31025,19129
19023,27045,27047,19037,19033,19131
19165,31043,31177,19093,31173,19133
19181,29171,19185,19051,19123,19135
29005,19001,19173,19071,19155,19137
19087,19057,19183,17161,19163,19139
27105,19149,19119,19021,19059,19141
19035,27133,19167,19041,27063,19143
19029,29227,19129,19003,29147,19145
19081,27091,19059,19021,19091,19147
19093,46027,19141,31051,31043,19149
19063,19109,19041,19187,19161,19151
19039,19127,19125,19121,19015,19153
19009,31177,31153,31055,19029,19155
19179,19125,19011,19127,19107,19157
29129,29075,19039,19003,29081,19159
19187,19073,19035,19151,19047,19161
19105,17195,19097,17073,17131,19163
19137,19133,19077,19027,19029,19165
46027,27133,19035,19143,46083,19167
19187,19075,19049,19099,19079,19169
19019,19083,19099,19095,19013,19171
19001,29075,19137,19175,29147,19173
19181,29227,19053,19173,19121,19175
19107,29197,19179,29045,19087,19177
19183,29197,19007,19177,19107,19179
19135,19175,19099,19049,19125,19181
19179,19057,19139,19095,19101,19183
19125,29211,19135,19039,29129,19185
19169,19027,19151,19197,19015,19187
27161,27091,19197,19033,27047,19189
55023,19017,19043,27055,19065,19191
19047,31051,31021,19035,31173,19193
19069,27043,19081,19067,27099,19195
19189,19109,19083,19033,19187,19197
20059,20037,20107,20031,20205,20001
20133,20139,20121,20011,20207,20003
20131,29087,29165,29021,20103,20005
20047,20185,20097,40003,20095,20007
20047,20105,20051,20053,20145,20009
20021,29013,29011,20003,20133,20011
20087,31133,31127,20085,29087,20013
20019,20191,20115,20049,20017,20015
20041,20061,20079,20031,20015,20017
20099,20073,40105,20205,40113,20019
29119,20133,29011,40035,29145,20021
20199,8063,31029,20193,31087,20023
20175,20047,40007,20069,20097,20025
20117,20149,20157,20041,20061,20027
20169,31169,20105,20089,20201,20029
20017,20205,20073,20001,20059,20031
40153,20057,20047,20151,40151,20033
20125,20073,40113,20173,20015,20035
40115,29217,20001,29097,20099,20037
31063,20193,20065,31087,31065,20039
20017,20113,20161,20115,20027,20041
29063,20087,31147,29165,29003,20043
29165,20121,20209,20139,20177,20045
20009,20033,20165,20083,20151,20047
20099,20133,20207,20015,20035,20049
20145,20135,20065,20009,20141,20051
20155,20123,20143,20113,20009,20053
20057,20067,20083,20203,20081,20055
20055,20033,20145,20119,20047,20057
20103,20177,20091,20107,20031,20059
20017,20143,20115,20149,20027,20061
20203,20065,20193,20135,20171,20063
31065,20063,20051,20039,20147,20065
20069,20055,20075,20129,20175,20067
20093,20025,20067,20175,20083,20069
8061,8017,20171,8099,20109,20071
20001,20019,20111,20031,20205,20073
20081,20055,20129,20203,20067,20075
40151,20155,20151,20173,40003,20077
20169,20095,20017,20159,20015,20079
20057,20187,20093,20119,20055,20081
20097,20055,20165,20101,20069,20083
20043,20103,20197,20013,20149,20085
20043,20091,29165,20209,20085,20087
31061,31169,20141,20029,31181,20089
29047,29165,20059,29037,29095,20091
20069,20071,20171,20187,20081,20093
20159,20079,20185,20191,20173,20095
20083,20185,20145,20007,20025,20097
40147,40115,20205,40105,20037,20099
20069,20109,20203,20195,20083,20101
29095,29021,29047,20005,20045,20103
20009,20159,20029,20141,20169,20105
20091,29037,29217,20001,20059,20107
20179,20101,20071,20181,20063,20109
20059,20177,20207,20073,20197,20111
20143,20173,20041,20155,20053,20113
20173,20061,20015,20169,20041,20115
20027,31097,31095,20161,31067,20117
20067,20189,40059,20057,20081,20119
29095,20209,20003,29013,20045,20121
20053,20167,20157,20183,20143,20123
20207,40035,20133,40147,20049,20125
20139,20149,20161,20115,20111,20127
20081,20075,20175,40025,8009,20129
31097,31127,20005,20149,20085,20131
20003,20021,20125,20207,20011,20133
20171,20047,20051,20063,20145,20135
31073,20163,20179,31145,31083,20137
20121,20087,20003,20197,20031,20139
20053,20147,20051,20089,20105,20141
20061,20157,20053,20123,20041,20143
20057,20151,20097,20135,20083,20145
31137,20141,20065,31065,31061,20147
20201,20027,20177,20061,20131,20149
20077,20145,20033,20155,20047,20151
31085,20181,20179,31057,31145,20153
20009,20053,20151,20113,20173,20155
20143,20123,20027,31095,31129,20157
20167,20105,20079,20169,20185,20159
20085,20127,20201,20041,20197,20161
20165,20137,20167,20183,20195,20163
20185,20047,20083,20195,20167,20165
20159,20123,20163,20165,20053,20167
20029,20027,20159,20115,20105,20169
20199,20135,20071,20093,20063,20171
20115,20113,20077,20035,20095,20173
20025,20129,40139,20069,40007,20175
20059,20005,20103,20149,20139,20177
31145,20109,20153,20195,20137,20179
8017,8125,31057,8063,20153,20181
31129,31083,20163,20123,31181,20183
20165,20095,20097,20155,20159,20185
20175,20081,8009,8099,20093,20187
40007,20093,20119,20187,20081,20189
40003,20079,20015,20095,20035,20191
31087,20199,20023,20039,20063,20193
20083,20101,20179,20163,20165,20195
20087,20085,20161,20111,20139,20197
20023,20171,8063,20193,8017,20199
20149,31067,20161,31169,20029,20201
20063,20101,20055,20075,20199,20203
20031,20019,20099,20073,20001,20205
20125,20111,20049,20003,20133,20207
20121,29021,20087,20045,29095,20209
21231,21155,21053,21045,21057,21001
21169,21061,21171,47169,47165,21003
21067,21021,21113,21211,21229,21005
21083,17087,21105,29133,17003,21007
21057,47111,21087,21227,21061,21009
21175,21017,21049,21197,21181,21011
47173,51105,21051,21131,47067,21013
21191,21081,39061,21037,18155,21015
21069,21011,21201,21209,21173,21017
39145,54043,21063,54011,54099,21019
21239,21005,21113,21155,21045,21021
21081,39025,21181,21037,39015,21023
21071,21131,21175,21119,21129,21025
18025,18147,18061,21183,21093,21027
21211,21123,21163,18043,18061,21029
21149,21219,21213,21141,21061,21031
17069,21157,21233,21139,21047,21033
21105,21145,47183,21143,47161,21035
21077,39015,21081,21023,39061,21037
17003,17127,17153,21075,21083,21039
21081,21185,18115,21187,18077,21041
39145,21115,21175,21127,21135,21043
21229,21079,21155,21001,21199,21045
47161,21141,21143,21177,21107,21047
21181,21011,21113,21065,21197,21049
21025,21129,21013,21193,21109,21051
21171,47133,21001,47049,47027,21053
21107,17059,21233,17151,21143,21055
21231,47133,21207,47137,21001,21057
21233,18123,18163,18173,21101,21059
21123,21087,21093,21003,21031,21061
21089,21165,21153,21019,21115,21063
21165,21237,21173,21189,21049,21065
21097,21167,21073,21151,21209,21067
21165,21017,21173,21201,21135,21069
21193,54059,21025,21133,21159,21071
21167,21215,21067,21103,21211,21073
21007,21083,47183,29143,21039,21075
18029,21103,21117,21187,21041,21077
21239,21045,21067,21203,21167,21079
21209,18155,21037,21015,21097,21081
47079,21075,21007,47183,21145,21083
21163,21123,21227,21183,21099,21085
21061,21207,21009,21155,21001,21087
39079,21127,39001,21063,21135,21089
21085,21149,21163,18173,21183,21091
21061,18061,21179,21099,21085,21093
51195,51720,47073,21013,21133,21095
21067,21187,21081,21023,21181,21097
21001,21217,21085,21093,21169,21099
18147,21107,21059,18173,21149,21101
18077,18155,21077,21073,21185,21103
47095,21145,47183,21007,47131,21105
21143,21101,21225,21055,21047,21107
21079,21197,21151,21051,21129,21109
21163,21179,18061,21211,21215,21111
21209,21049,21005,21021,21151,21113
21043,21195,54099,21175,21063,21115
18155,18115,39025,21077,21081,21117
51720,51195,21195,21131,21153,21119
21147,21109,21095,21131,47025,21121
21085,21229,21029,21217,21155,21123
21013,21147,21189,21199,21235,21125
21089,21153,21175,21043,21159,21127
21173,21051,21165,21025,21109,21129
21119,21025,21013,21121,21133,21131
51169,21071,21131,51051,21095,21133
21011,21063,39145,21161,21089,21135
21155,21113,21151,21167,21199,21137
17087,21033,21157,21145,17069,21139
47125,47165,21047,21177,21227,21141
17069,21145,21047,21035,21055,21143
17087,17151,17153,21157,21083,21145
21053,47049,47137,21125,47013,21147
18163,18147,21091,21101,21183,21149
21137,21109,21203,21197,21067,21151
21127,21159,21063,21119,21237,21153
21001,21167,21087,21045,21123,21155
21055,21033,17127,21221,21145,21157
54043,21153,54045,54099,21127,21159
21097,21191,39001,21135,39015,21161
21091,21111,18043,21029,18025,21163
21063,21065,21129,21205,21173,21165
21067,21155,21137,21079,21239,21167
21207,47027,21217,21099,21001,21169
47169,21053,21003,47087,21009,21171
21205,21069,21065,21181,21017,21173
21127,21043,21025,21115,21205,21175
21233,21059,21047,21141,21219,21177
21217,21005,21111,21093,21123,21179
21049,21023,21173,21161,21011,21181
21061,18147,21027,21085,21091,21183
18077,21041,18043,18143,21103,21185
21097,21211,18155,21209,21041,21187
21193,21131,21197,21237,21065,21189
21077,21015,39025,21201,21117,21191
21071,21153,21189,21051,21095,21193
21133,54045,21115,21119,51027,21195
21189,21151,21011,21049,21237,21197
21079,21235,21207,21147,21231,21199
39015,21011,21017,21069,21191,21201
21189,21045,21065,21151,21199,21203
21237,21173,21135,21043,21175,21205
21169,21217,47137,21199,21045,21207
21005,21113,21081,21017,21187,21209
21239,21187,21223,21111,21005,21211
47111,21219,47169,21031,47147,21213
21073,21167,21185,21111,21029,21215
21099,21021,21207,21229,21123,21217
21107,21031,21221,21213,47147,21219
21219,47083,47125,21157,21035,21221
21077,21211,18155,18143,18019,21223
21107,17193,18163,18129,21101,21225
21099,47165,21085,21009,21141,21227
21123,21239,21217,21215,21005,21229
21001,21057,47151,47049,21199,21231
18163,17059,17069,21033,21055,21233
21051,21199,47025,47151,21013,21235
21173,21065,21189,21153,21197,21237
21079,21021,21211,21209,21167,21239
22023,22099,22113,22003,22045,22001
22055,22097,22019,22079,22115,22003
22105,22089,22121,22047,22033,22005
22121,22089,22109,22095,22099,22007
22059,22025,28157,22125,22039,22009
22039,22023,48361,48241,22053,22011
22031,22015,22069,22127,22027,22013
22031,22081,48315,5027,22013,22015
5073,22081,48067,48365,22031,22017
22001,48245,48241,48351,22003,22019
22107,22043,22025,22127,22083,22021
22055,48245,22003,22011,22001,22023
28157,22043,22009,22107,22041,22025
5073,22049,22015,22111,22013,22027
28037,22125,22107,28063,22059,22029
48403,22013,22069,22015,22017,22031
22093,22077,22125,22091,22005,22033
28151,5017,22083,28149,22067,22035
22105,22077,22063,22121,28005,22037
22115,22077,22055,22053,22009,22039
28063,28021,22059,22073,22025,22041
22115,22009,22049,22021,22025,22043
22077,22121,22047,22101,22097,22045
22045,22063,22093,22077,22007,22047
22081,22083,22027,22111,22021,22049
22103,22087,22093,22095,22109,22051
22045,22113,22055,22011,22039,22053
22053,22077,22047,22039,22113,22055
22005,22075,22007,22071,22095,22057
22049,22041,22009,22079,22029,22059
22021,22127,22119,5139,22073,22061
22047,22121,22037,22093,22091,22063
28063,22123,28021,28055,22083,22065
22065,28055,5017,22035,22111,22067
22049,22079,22031,22115,22013,22069
22093,22105,22057,22087,22051,22071
22127,22123,22041,22067,22061,22073
22103,22095,28045,22109,22089,22075
22099,28157,22009,22037,22047,22077
22025,22127,22069,22003,22059,22079
22049,22017,22015,22119,22127,22081
22111,22035,22107,22123,22065,22083
22043,48351,22081,22115,48419,22085
28109,28131,22051,22103,28059,22087
22063,22103,22007,22005,22051,22089
28147,22125,22117,28113,22033,22091
22057,22121,22033,22047,22063,22093
22033,22007,22103,22071,22105,22095
22121,22045,22125,22099,22009,22097
22005,22077,22097,22007,22101,22099
22055,22005,22113,22093,22047,22101
28047,22063,22089,22095,28109,22103
28147,22033,22037,28113,22095,22105
22029,28149,22025,22083,28001,22107
22099,22005,22095,22089,22093,22109
22083,5011,5003,22049,22027,22111
22047,22097,22023,22101,22099,22113
22039,22043,22069,48403,48351,22115
28045,28073,22091,22103,28113,22117
5091,22081,22061,5073,5027,22119
22097,22063,22037,22099,22005,22121
28151,28125,5017,22065,5003,22123
22091,22047,22097,22009,22033,22125
22073,22061,22081,22013,22059,22127
23027,23007,23031,33003,23015,23001
23017,23011,23027,23009,23007,23003
33001,23017,23011,33017,33003,23005
23005,23023,23027,50009,23001,23007
23021,23001,23023,23011,23015,23009
23009,23005,23007,23017,23013,23011
23031,23017,23005,23001,23009,23013
23031,23017,23009,23005,23027,23015
33009,23023,50009,23005,33003,23017
23013,23007,23003,23011,23027,23019
23017,23011,23009,23029,23027,23021
33003,23017,23027,23031,23013,23023
23009,23001,33007,23027,23017,23025
23005,23007,23019,23001,23023,23027
23003,23025,23015,23011,23021,23029
23001,25009,23023,33013,33003,23031
54003,42057,51069,42111,24023,24001
51510,51013,24029,24041,24027,24003
24031,24015,42133,24003,24029,24005
11001,51510,24003,51193,24033,24009
24009,24003,24045,24019,24029,24011
24043,24025,24031,42133,24510,24013
42045,42071,24005,24035,34033,24015
51013,51059,51630,51193,24009,24017
24047,24035,10005,24011,24037,24019
42055,54003,51107,24027,42001,24021
54061,54027,54093,42111,42051,24023
24013,24035,10003,42133,42071,24025
24021,51610,51013,24003,11001,24027
10003,24041,24011,24005,24003,24029
24021,51107,51510,51059,51600,24031
24009,24017,51600,51059,24003,24033
24005,24015,24025,24510,10001,24035
51103,51099,24017,24019,51057,24037
51159,24009,51103,24037,51133,24039
24037,24045,24033,24029,24003,24041
51069,51840,51043,42057,24021,24043
24037,24009,51001,24041,24011,24045
51133,10001,24041,24011,24019,24047
24033,24031,24035,24013,24029,24510
25009,44005,25021,44001,25025,25001
9003,50003,36001,9005,25011,25003
25025,44009,25007,25021,44007,25005
44007,44003,44009,25023,25001,25007
25027,23031,33011,33017,25023,25009
33011,36083,50003,25027,25003,25011
9007,9015,9005,25027,25003,25013
9005,33005,50025,9013,9003,25015
25005,25023,44007,33015,33011,25017
25021,44003,44009,44001,44005,25019
44003,25027,25009,44001,25005,25021
25009,44007,44005,25007,44001,25023
25027,44001,33015,44007,25005,25025
33011,25021,25011,25013,9013,25027
26151,26129,26119,26135,26011,26001
26061,26043,26041,26013,26097,26003
26027,26021,55079,26121,17097,26005
26011,26039,26137,26129,26069,26007
26113,26031,26089,26047,26029,26009
26135,26069,26143,26063,26111,26011
26053,55125,26083,26131,55037,26013
26065,26023,26149,26037,26081,26015
26035,26129,26073,26057,26157,26017
55071,26085,26165,26105,26055,26019
17031,26159,18099,18089,26027,26021
18113,18033,39171,26077,18087,26023
18151,26065,26149,26075,26059,26025
18091,18099,26021,18087,26077,26027
26079,26055,26137,26153,26031,26029
26033,26135,26039,26141,26009,26031
26119,26137,26153,26141,26029,26033
26165,26129,26107,26111,26143,26035
26015,26093,26117,26145,26045,26037
26055,26009,26113,26129,26119,26039
26029,55037,26103,55075,26089,26041
55083,26013,55041,26041,26103,26043
26081,26155,26077,26075,26037,26045
26079,26089,26119,26033,26137,26047
26099,26037,26065,26157,26093,26049
26133,26113,26073,26011,26017,26051
55007,26061,26071,55099,26131,26053
26085,26133,26019,26039,26089,26055
26107,26017,26067,26155,26145,26057
39039,18033,39051,26025,26091,26059
55037,26043,55125,26053,26071,26061
26129,26147,26087,26017,26001,26063
26049,26067,26025,26161,26155,26065
26025,26155,26065,26057,26015,26067
26017,26135,26157,26129,26151,26069
55075,26061,55085,26103,55125,26071
26145,26017,26133,26051,26117,26073
39051,26023,26093,26045,26025,26075
18039,26045,18087,26159,26027,26077
26133,26135,26137,26165,26143,26079
26077,26057,26037,26045,26107,26081
26043,26053,26071,27031,26003,26083
26055,26035,26105,26101,26113,26085
26093,26155,26145,26151,26099,26087
26165,26153,26047,26079,55029,26089
39173,39069,39171,39095,26115,26091
26045,26037,26163,26075,26049,26093
26031,26041,26029,26047,26103,26095
26041,26009,26089,26031,26095,26097
26115,26161,26151,26093,26049,26099
26055,55029,26165,55071,26127,26101
26109,26083,26041,55037,26071,26103
26123,55117,26121,26019,26085,26105
26111,26057,26081,26035,26085,26107
55078,26071,55041,55083,55037,26109
26107,26117,26011,26035,26145,26111
26085,26051,26055,26039,26035,26113
39069,39143,39051,39173,39123,26115
26133,26111,26037,26123,26081,26117
26079,26009,26141,26129,26031,26119
55117,26123,55101,26105,26005,26121
26165,26121,26127,26073,26081,26123
26065,26155,26147,26161,26087,26125
55079,55071,26123,26101,26139,26127
26119,26113,26017,26035,26039,26129
26071,55125,55003,55051,26083,26131
26051,26143,26123,26073,26165,26133
26051,26011,26079,26007,26143,26135
26055,26143,26047,26079,26135,26137
26081,55089,26127,26159,55059,26139
26039,26033,26047,26137,26135,26141
26137,26133,26135,26079,26035,26143
26087,26073,26037,26157,26057,26145
26063,26093,26157,26163,26049,26147
18141,18113,26025,18151,18039,26149
26011,26125,26069,26049,26099,26151
55029,26003,26109,26095,26047,26153
26067,26125,26045,26057,26093,26155
26155,26111,26063,26011,26151,26157
26015,18039,26139,26149,18141,26159
26059,39095,26125,26065,26163,26161
26147,39123,26091,39095,26093,26163
26009,26107,26143,26035,26079,26165
27009,27061,27097,27021,27095,27001
27019,55095,27171,27141,27163,27003
27119,27167,27029,27107,27159,27005
27061,27119,27071,27077,27057,27007
27093,27003,27065,27171,27059,27009
46039,27121,27051,27151,27073,27011
27147,27143,27015,27091,27079,27013
27063,27091,27013,27129,27143,27015
27137,27035,27095,55129,27065,27017
27103,27037,27123,27079,27143,27019
27153,27005,27029,27097,27061,27021
27127,27083,27149,27121,27129,27023
27115,55109,27065,55013,27123,27025
27119,27111,38097,38077,27087,27027
27021,27107,27119,27005,27113,27029
27137,26083,26061,55051,26053,27031
19059,27083,27091,27105,27101,27033
27057,27009,27065,27153,27095,27035
27079,27019,55093,27053,27163,27037
27045,27157,27161,27047,27131,27039
27159,27155,27145,27151,27149,27041
19063,19195,27165,19109,27047,27043
19037,27157,19131,27099,27055,27045
19033,19131,27039,27043,27099,27047
27163,27139,27147,27109,27131,27049
46109,27151,27011,27167,27121,27051
27059,27141,27037,27163,27171,27053
19089,55121,55023,55123,19191,27055
27061,27111,27035,27007,27087,27057
27163,27053,27123,27009,27095,27059
27029,27017,27035,27007,27057,27061
19041,27101,27165,19143,19063,27063
27003,27001,55013,27141,27009,27065
27173,27171,27085,27121,27151,27067
38019,27119,27125,38035,27113,27069
27113,27135,27057,27021,27029,27071
27083,27149,27081,46051,27011,27073
27061,55051,26131,27017,55031,27075
27119,27069,27029,27125,27089,27077
27037,27147,27019,27013,27143,27079
46057,27073,27101,46101,46039,27081
46011,27023,27073,27033,27117,27083
27053,27079,27139,27129,27103,27085
27007,27113,27057,27027,27119,27087
27007,38099,38067,38035,27119,27089
27015,27033,19059,19109,27013,27091
27009,27141,27019,27143,27129,27093
27001,27025,27035,27115,27141,27095
27059,27159,27065,27141,27145,27097
19067,27147,27045,19195,19089,27099
19143,27063,27081,27127,27133,27101
27139,27161,27019,27165,27085,27103
19141,27033,19059,27117,27063,27105
27113,27029,38017,27005,27125,27107
19089,55011,27147,27049,27169,27109
27149,27155,27027,27153,27005,27111
27069,27107,27087,27007,27135,27113
55031,27001,55095,27059,27095,27115
46079,46011,46099,27083,27105,27117
27027,38035,27029,38097,27087,27119
27011,27153,27145,27023,27067,27121
55093,27019,27025,27139,55109,27123
27135,38097,27007,27107,27087,27125
27103,27023,27165,27173,27101,27127
27173,27103,27143,27023,27015,27129
27013,27019,27039,27049,27161,27131
19167,19143,46083,27101,46101,27133
27029,38067,27119,27007,27125,27135
27115,27021,55007,55031,27001,27137
27103,27085,27143,27123,27053,27139
27025,27145,27065,27053,27095,27141
27093,27013,27129,27139,27015,27143
27041,27141,27171,27121,27153,27145
27013,27109,27049,27079,27099,27147
46109,27023,27073,27041,27151,27149
27051,27041,27173,27011,27067,27151
27051,27009,27035,27111,27121,27153
27151,27041,46051,27167,38077,27155
55121,27045,27039,55093,27169,27157
27087,27097,27041,27035,27005,27159
27139,27103,27039,27043,27131,27161
27059,55095,27025,55093,27053,27163
27127,19063,27043,27063,27103,27165
38073,46109,38017,27005,27155,27167
19191,55091,55063,27109,27157,27169
27139,27145,27009,27003,27085,27171
27101,27129,46039,27151,27127,27173
22125,28021,28005,22107,22025,28001
47023,28145,28009,47069,47071,28003
28147,28063,28001,28157,28085,28005
28089,28155,28099,28159,28015,28007
28115,28117,28071,28003,47069,28009
5001,5017,5107,28135,28083,28011
28019,28025,28097,28071,28043,28013
28133,28019,28155,28135,28007,28015
28057,28145,28105,28155,28081,28017
28099,28013,28015,28025,28007,28019
28001,28085,28037,28049,22065,28021
28069,1119,28129,28067,28101,28023
1075,28103,28013,28019,28155,28025
5001,28133,5077,28107,28011,28027
28149,28121,28037,28063,28127,28029
28061,28035,28077,28091,28073,28031
5077,5123,47047,28107,5035,28033
28065,28041,28031,28109,28091,28035
22029,28029,28113,28021,28157,28037
28153,1129,28035,28047,28111,28039
28073,1097,28067,28131,28035,28041
28019,28107,28083,28155,28013,28043
28073,28059,22117,22071,28131,28045
28035,28111,22103,28039,28109,28047
28055,22065,28127,28089,28163,28049
28133,28079,28097,28089,28083,28051
28089,28015,28055,28133,28083,28053
5017,28053,28151,28163,22065,28055
28145,28115,1075,28141,1059,28057
1003,28111,22087,28041,28045,28059
28127,28075,28153,28031,28123,28061
28157,28005,22029,28085,28029,28063
28067,28129,28085,28147,28073,28065
28023,28065,28073,28129,28111,28067
28105,1107,1063,28101,28159,28069
28017,28009,28137,28013,28145,28071
28131,28147,28067,28065,28111,28073
1063,28103,28061,1023,28099,28075
28073,28031,28113,28029,28091,28077
28019,28121,28051,28159,28101,28079
28003,28141,28139,28095,28017,28081
28151,28011,28097,28043,28053,28083
28127,28063,28065,28147,28005,28085
28159,28017,1057,1075,28095,28087
28125,28053,28007,28049,28051,28089
28109,28113,28035,28031,22117,28091
28107,47157,28145,28139,47047,28093
28105,28115,1093,28081,28087,28095
28083,28161,28051,28013,28007,28097
28019,28103,28075,28007,28123,28099
28159,28069,28023,28129,28079,28101
1119,28099,28025,1063,1107,28103
28013,28095,28017,28103,28155,28105
28093,28027,28033,28135,28143,28107
28147,28047,28035,28091,22103,28109
28031,28109,28153,28067,28073,28111
22105,28037,28091,28077,22091,28113
28117,28095,28057,28139,28071,28115
1059,28115,47109,28145,28057,28117
5077,28043,28161,5107,28137,28119
28065,28163,28079,28029,28129,28121
28007,28127,28061,28099,28089,28123
22065,5017,28149,22123,28151,28125
28123,28049,28085,28029,28031,28127
28023,28065,28101,28067,28121,28129
28041,28059,28073,28045,28035,28131
28051,28027,28015,5041,28135,28133
28011,28015,28133,28027,28107,28135
5035,28009,47157,28119,28071,28137
28115,28081,47109,28093,47069,28139
28139,47109,1077,28057,47071,28141
5035,5123,28027,5107,28107,28143
28017,28003,28093,28071,28117,28145
28005,28109,28073,28085,28065,28147
28029,28163,22107,28125,22035,28149
5041,28083,22035,28011,28055,28151
1025,28035,28111,28061,1023,28153
28015,28161,28043,28017,28025,28155
28063,22009,22077,28037,28005,28157
28025,28155,28079,28069,28007,28159
28115,28155,28119,28097,28107,28161
28151,28121,28149,28055,28049,28163
19051,29205,29115,29199,29171,29001
20005,29227,29049,29147,29075,29003
19129,20013,31131,29147,19145,29005
29127,29205,29175,29163,29019,29007
29097,29213,29043,5007,29145,29009
29145,29109,20011,20021,29039,29011
29039,29101,20011,20121,29185,29013
29059,29135,29101,29029,29185,29015
29187,29186,17003,29207,29201,29017
29151,29137,29051,29175,29007,29019
29087,20103,29047,20005,29063,29021
5121,29143,5055,29035,29069,29023
29107,29079,29047,29033,29063,29025
29137,29219,29135,29073,29051,29027
29135,29051,29015,29169,29085,29029
29207,29123,17153,17077,17181,29031
29089,29061,29115,29025,29107,29033
29123,29093,5121,29023,29149,29035
29107,20107,20209,29083,20091,29037
29059,29109,29077,29085,29011,29039
29211,29053,29117,29121,29089,29041
29153,29229,29009,29067,29109,29043
29127,19087,17001,17067,29103,29045
20091,20103,29025,29021,20209,29047
20209,29003,29061,29177,29165,29049
29073,29053,29019,29141,29125,29051
29015,29175,29051,29141,29195,29053
29179,29151,29125,29073,29071,29055
29145,29185,29217,29097,29077,29057
29015,29039,29229,29077,29225,29059
29227,29129,29049,29075,29081,29061
29047,20043,29081,29025,29021,29063
29125,29169,29221,29215,29179,29065
5089,5005,29215,29043,29091,29067
47045,29207,5093,29023,47095,29069
29151,29139,29189,29221,29055,29071
29161,29051,29027,29055,29139,29073
29049,19173,19159,29061,29147,29075
29213,29039,29209,29059,29057,29077
19053,29171,29025,29115,29081,29079
19185,29063,19159,19053,29079,29081
29107,29039,29085,29159,29037,29083
29105,29141,29083,29039,29029,29085
20005,31127,29021,31147,20013,29087
29007,29137,29159,29135,29041,29089
29229,5065,5005,29203,29215,29091
29035,29223,29203,29123,29187,29093
20103,29165,29101,29107,29177,29095
29217,29119,40115,20037,29057,29097
29183,17163,29186,29187,29510,29099
29013,29195,29015,29177,29095,29101
19177,29127,29121,29197,29045,29103
29167,29085,29215,29131,29225,29105
29025,29037,29047,29159,29195,29107
29167,29011,29043,29209,29145,29109
19111,29173,17067,29199,17001,29111
29189,17149,17061,17083,29139,29113
29175,29171,29033,29001,29079,29115
29129,29177,29211,29041,29061,29117
20021,5143,29109,29097,40041,29119
29197,29211,29137,29103,29041,29121
29221,29031,29093,29179,29157,29123
29027,29065,29055,29051,29073,29125
29045,17149,29163,29103,29137,29127
